Date,High,Low,Open,Close,Volume,Adj Close
2015-01-05,10430.0,10230.0,10370.0,10330.0,124100.0,9099.6162109375
2015-01-06,10280.0,10020.0,10110.0,10150.0,289300.0,8941.0537109375
2015-01-07,10210.0,10100.0,10110.0,10150.0,221300.0,8941.0537109375
2015-01-08,10230.0,10040.0,10150.0,10160.0,268000.0,8949.8623046875
2015-01-09,10340.0,10160.0,10160.0,10310.0,267200.0,9081.9970703125
2015-01-13,10270.0,9980.0,10270.0,10070.0,261100.0,8870.5830078125
2015-01-14,10030.0,9800.0,10010.0,9840.0,172600.0,8667.9765625
2015-01-15,9990.0,9760.0,9900.0,9850.0,292100.0,8676.787109375
2015-01-16,9790.0,9520.0,9750.0,9720.0,293000.0,8562.2685546875
2015-01-19,9760.0,9500.0,9740.0,9620.0,380700.0,8474.1806640625
2015-01-20,10010.0,9640.0,9660.0,9990.0,265200.0,8800.109375
2015-01-21,9980.0,9840.0,9980.0,9950.0,181600.0,8764.875
2015-01-22,10010.0,9850.0,9930.0,10010.0,143300.0,8817.73046875
2015-01-23,10080.0,9990.0,10040.0,10030.0,116000.0,8835.3486328125
2015-01-26,10070.0,9880.0,9880.0,9930.0,196400.0,8747.2587890625
2015-01-27,10200.0,9990.0,10010.0,10200.0,115300.0,8985.09765625
2015-01-28,10260.0,10100.0,10130.0,10220.0,91400.0,9002.71484375
2015-01-29,10290.0,10180.0,10220.0,10230.0,128400.0,9011.5263671875
2015-01-30,10580.0,10340.0,10370.0,10510.0,170000.0,9258.17578125
2015-02-02,10440.0,10300.0,10330.0,10340.0,75900.0,9108.423828125
2015-02-03,10580.0,10290.0,10340.0,10540.0,177100.0,9284.6005859375
2015-02-04,10630.0,10470.0,10620.0,10570.0,119200.0,9311.02734375
2015-02-05,10720.0,10580.0,10640.0,10680.0,163900.0,9407.9267578125
2015-02-06,10700.0,10480.0,10670.0,10510.0,136600.0,9258.17578125
2015-02-09,10520.0,10410.0,10510.0,10510.0,137400.0,9258.17578125
2015-02-10,10510.0,10430.0,10460.0,10500.0,139700.0,9249.365234375
2015-02-12,10590.0,10470.0,10590.0,10490.0,219200.0,9240.5576171875
2015-02-13,10520.0,10340.0,10460.0,10380.0,174900.0,9143.658203125
2015-02-16,10680.0,10420.0,10480.0,10590.0,174800.0,9328.646484375
2015-02-17,10620.0,10290.0,10290.0,10490.0,298200.0,9240.5576171875
2015-02-18,10720.0,10450.0,10460.0,10680.0,168600.0,9498.474609375
2015-02-19,10810.0,10560.0,10580.0,10780.0,158100.0,9587.4111328125
2015-02-20,11040.0,10790.0,10850.0,10890.0,189500.0,9685.2412109375
2015-02-23,10960.0,10830.0,10960.0,10890.0,119900.0,9685.2412109375
2015-02-24,11040.0,10820.0,10880.0,11030.0,242100.0,9809.751953125
2015-02-25,11090.0,10950.0,11070.0,11080.0,86300.0,9854.2216796875
2015-02-26,11380.0,11050.0,11100.0,11370.0,168200.0,10112.138671875
2015-02-27,11770.0,11440.0,11500.0,11590.0,492200.0,10307.8017578125
2015-03-02,11720.0,11560.0,11560.0,11670.0,112100.0,10378.951171875
2015-03-03,11690.0,11530.0,11680.0,11610.0,69900.0,10325.5888671875
2015-03-04,11820.0,11550.0,11600.0,11760.0,229800.0,10458.9931640625
2015-03-05,12050.0,11810.0,11870.0,12050.0,195400.0,10716.9111328125
2015-03-06,12270.0,12040.0,12050.0,12230.0,253000.0,10876.9990234375
