Date,High,Low,Open,Close,Volume,Adj Close
2015-01-05,5870.0,5800.0,5850.0,5840.0,252700.0,5087.24853515625
2015-01-06,5900.0,5740.0,5800.0,5770.0,334700.0,5026.2705078125
2015-01-07,5740.0,5560.0,5730.0,5580.0,450800.0,4860.7607421875
2015-01-08,5880.0,5630.0,5850.0,5700.0,641900.0,4965.29296875
2015-01-09,5730.0,5580.0,5730.0,5620.0,275800.0,4895.6044921875
2015-01-13,5690.0,5560.0,5590.0,5680.0,238700.0,4947.87109375
2015-01-14,5650.0,5580.0,5620.0,5640.0,205600.0,4913.02734375
2015-01-15,5690.0,5590.0,5600.0,5680.0,234100.0,4947.87109375
2015-01-16,5740.0,5540.0,5590.0,5720.0,354400.0,4982.71484375
2015-01-19,5740.0,5620.0,5700.0,5720.0,345200.0,4982.71484375
2015-01-20,5730.0,5630.0,5680.0,5720.0,277900.0,4982.71484375
2015-01-21,5770.0,5650.0,5700.0,5710.0,310500.0,4974.00341796875
2015-01-22,5750.0,5660.0,5710.0,5690.0,445800.0,4956.58251953125
2015-01-23,5710.0,5560.0,5710.0,5610.0,381100.0,4886.89404296875
2015-01-26,5590.0,5490.0,5550.0,5550.0,366200.0,4834.6279296875
2015-01-27,5580.0,5520.0,5580.0,5580.0,221700.0,4860.7607421875
2015-01-28,5640.0,5520.0,5520.0,5570.0,446200.0,4852.05078125
2015-01-29,5800.0,5570.0,5580.0,5740.0,573500.0,5000.1376953125
2015-01-30,5930.0,5830.0,5840.0,5890.0,428600.0,5130.8017578125
2015-02-02,6000.0,5890.0,5940.0,5910.0,310700.0,5148.22509765625
2015-02-03,5950.0,5850.0,5880.0,5910.0,251100.0,5148.22509765625
2015-02-04,6120.0,5940.0,6000.0,6030.0,462400.0,5252.7587890625
2015-02-05,6190.0,6040.0,6110.0,6050.0,284000.0,5270.17919921875
2015-02-06,6290.0,6120.0,6250.0,6250.0,409100.0,5444.400390625
2015-02-09,6220.0,6100.0,6220.0,6170.0,244500.0,5374.712890625
2015-02-10,6310.0,6200.0,6230.0,6230.0,296800.0,5426.97900390625
2015-02-12,6370.0,6220.0,6270.0,6310.0,259400.0,5496.66650390625
2015-02-13,6380.0,6270.0,6350.0,6330.0,193900.0,5514.08837890625
2015-02-16,6340.0,6220.0,6310.0,6250.0,230500.0,5444.400390625
2015-02-17,6300.0,6230.0,6250.0,6270.0,132800.0,5461.8232421875
2015-02-18,6330.0,6210.0,6300.0,6280.0,251700.0,5470.533203125
2015-02-19,6240.0,6170.0,6210.0,6190.0,287800.0,5392.1337890625
2015-02-20,6240.0,6180.0,6210.0,6230.0,147500.0,5426.97900390625
2015-02-23,6300.0,6240.0,6280.0,6270.0,136000.0,5461.8232421875
