Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,5day,25day,75day
2000-01-04,5178.87060546875,5178.87060546875,5178.87060546875,5178.87060546875,9909000,0.0,0.0,,,
2000-01-05,4751.534820575791,4806.893824987873,3846.4805690375447,4354.36669921875,84618000,0.0,0.0,,,
2000-01-06,4329.176151903451,4439.743461438582,4102.91259765625,4102.91259765625,28085400,0.0,0.0,,,
2000-01-07,3851.457763671875,4022.5129903982256,3851.457763671875,3851.457763671875,58633200,0.0,0.0,,,
2000-01-10,3851.457763671875,3851.457763671875,3851.457763671875,3851.457763671875,0,0.0,0.0,4267.8130859375,,
2000-01-11,4102.91259765625,4102.91259765625,4102.91259765625,4102.91259765625,2305800,0.0,0.0,4052.621484375,,
2000-01-12,4128.103136334189,4354.36669921875,3911.795170216548,4354.36669921875,51985800,0.0,0.0,4052.621484375,,
2000-01-13,4605.6689453125,4605.6689453125,4540.353922714548,4605.6689453125,23776200,0.0,0.0,4153.17275390625,,
2000-01-14,4857.123250872688,4857.123250872688,4354.365726458625,4570.52294921875,64270800,0.0,0.0,4296.985791015625,,
2000-01-17,4721.366353407882,4821.978515625,4650.92325646172,4821.978515625,35775000,0.0,0.0,4491.08994140625,,
2000-01-18,4847.0182034336,5028.029059691041,4756.512775304881,4821.978515625,37751400,0.0,0.0,4634.903125,,
2000-01-19,4746.555961817373,4761.640048666237,4570.52294921875,4570.52294921875,21459600,0.0,0.0,4678.134375,,
2000-01-20,4419.68048977131,4550.4607920551525,4319.068359375,4319.068359375,36973800,0.0,0.0,4620.8142578125,,
2000-01-21,4419.6802519883395,4464.932949305896,4077.720555285044,4273.8154296875,29894400,0.0,0.0,4561.47275390625,,
2000-01-24,4379.407268597951,4530.24951171875,4379.407268597951,4530.24951171875,16486200,0.0,0.0,4503.126953125,,
2000-01-25,4429.787768837812,4686.219938721999,4384.53505897125,4565.5458984375,27675000,0.0,0.0,4451.8404296875,,
2000-01-26,4565.546225573362,4686.220274504539,4565.546225573362,4671.1357421875,15055200,0.0,0.0,4471.96298828125,,
2000-01-27,4671.13518038665,4781.702924065748,4625.882472720164,4771.59619140625,24159600,0.0,0.0,4562.4685546875,,
2000-01-28,4897.399419295723,5023.05126953125,4852.146705155802,5023.05126953125,38199600,0.0,0.0,4712.31572265625,,
2000-01-31,4947.628955716758,5279.482421875,4947.628955716758,5279.482421875,47892600,0.0,0.0,4862.1623046875,,
2000-02-01,5530.938824144066,5581.169349616376,5028.030347052663,5329.71533203125,50722200,0.0,0.0,5014.99619140625,,
2000-02-02,5581.167180124414,5631.397686071296,5178.87060546875,5178.87060546875,41391000,0.0,0.0,5116.5431640625,,
2000-02-03,5329.713394182193,6234.767578125,5178.870735577733,6234.767578125,83775600,0.0,0.0,5409.17744140625,,
2000-02-04,6486.222695690529,6988.9803872186885,6385.6109677352415,6687.2958984375,90774000,0.0,0.0,5742.0263671875,,
2000-02-07,6888.517496680835,6938.747999570186,6536.451449402329,6737.67529296875,42800400,0.0,0.0,6033.66494140625,4831.5714453125,
2000-02-08,6938.750373938796,6938.750373938796,6285.150390625,6285.150390625,44177400,0.0,0.0,6224.751953125,4875.82263671875,
2000-02-09,6787.905795858101,6787.905795858101,6486.220946512979,6737.67529296875,38242800,0.0,0.0,6536.512890625,4971.15498046875,
2000-02-10,6637.06521099628,7542.11909594194,6536.453043712225,7441.5078125,117606600,0.0,0.0,6777.8609375,5104.6987890625,
2000-02-11,7441.5078125,7441.5078125,7441.5078125,7441.5078125,0,0.0,0.0,6928.7033203125,5248.300791015625,
2000-02-14,7391.276318199877,8547.784968793443,7341.0458067098,8497.4033203125,118594800,0.0,0.0,7280.64892578125,5434.13861328125,
2000-02-15,9251.615793775933,9955.596871907233,7894.034402152218,8497.4033203125,119010600,0.0,0.0,7723.09951171875,5609.9182421875,
2000-02-16,8246.09880636214,8899.698101002097,7994.6440268716515,8547.783203125,80379000,0.0,0.0,8085.12109375,5777.65490234375,
2000-02-17,8799.086845655844,8849.467599887857,8396.940562822636,8547.783203125,57585600,0.0,0.0,8306.376171875,5935.33947265625,
2000-02-18,8799.088207546745,9151.154296875,8648.245543897501,9151.154296875,54545400,0.0,0.0,8648.30546875,6118.5647265625,
2000-02-21,8899.695295967565,9352.222190403909,8849.464810685131,8949.92578125,59562000,0.0,0.0,8738.8099609375,6283.6826171875,
2000-02-22,9100.775167607911,9201.387350190345,7994.647474984963,8195.720703125,70750800,0.0,0.0,8678.4734375,6418.6323046875,
2000-02-23,8095.257610116734,8246.100277326877,7642.730492328332,7894.0341796875,58411800,0.0,0.0,8547.7236328125,6551.57275390625,
2000-02-24,8547.78295910234,8598.013458782598,8095.255934955889,8346.5595703125,33901200,0.0,0.0,8507.47890625,6712.67240234375,
2000-02-25,8346.56060999346,8447.171875,8145.487449270628,8447.171875,23544000,0.0,0.0,8366.682421875,6879.60666015625,
2000-02-28,8447.169859961008,8648.242972718645,8246.097631045117,8296.328125,24402600,0.0,0.0,8235.962890625,7030.2498046875,
2000-02-29,8145.4891226428,8296.331808416897,7994.646436868703,8044.876953125,24435000,0.0,0.0,8205.794140625,7169.423046875,
2000-03-01,8296.33083111001,8346.561341449158,7642.730532593505,7843.8037109375,39004200,0.0,0.0,8195.748046875,7296.329765625,
2000-03-02,7743.189864337892,7793.571500675268,7441.505477973213,7491.88623046875,32394600,0.0,0.0,8024.81337890625,7405.1413671875,
2000-03-03,7240.433874252395,7441.5070512492875,6737.676247108994,6988.9794921875,62996400,0.0,0.0,7733.17490234375,7483.77849609375,
2000-03-06,7039.360574327725,7391.2755062386805,5530.936676949317,5882.85205078125,98722800,0.0,0.0,7250.4796875,7507.91328125,
2000-03-07,5631.3977200541185,6787.90625,5329.713292445883,6787.90625,85833000,0.0,0.0,6999.085546875,7566.24091796875,
2000-03-08,6285.149851088469,6637.065293535275,6134.307608708485,6536.453125,63018000,0.0,0.0,6737.6154296875,7620.54421875,
2000-03-09,6335.379051825169,6486.221262894967,5681.77926028553,5732.009765625,60604200,0.0,0.0,6385.64013671875,7600.43390625,
2000-03-10,5882.852188680493,6083.924912335319,4987.904296875,4987.904296875,67575600,0.0,0.0,5985.42509765625,7532.4582421875,
2000-03-13,4736.449707031249,4736.449707031249,4736.449707031249,4736.44970703125,10870200,0.0,0.0,5756.14462890625,7452.40921875,
2000-03-14,4484.99609375,4937.523194320074,4484.99609375,4484.99609375,103086000,0.0,0.0,5295.56259765625,7380.403046875,
2000-03-15,4560.416693139587,4736.449707031249,4550.461098523605,4736.44970703125,37265400,0.0,0.0,4935.5619140625,7300.3540234375,
