Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,5day,25day,75day
1999-05-06,2211.6866228521035,2287.733154296875,2186.3377790371796,2287.733154296875,3115000,0.0,0,,,
1999-05-07,2275.058684250404,2281.395895070043,2186.337732775458,2205.349365234375,3033000,0.0,0,,,
1999-05-10,2205.349418002522,2230.698261887608,2186.337785088707,2199.01220703125,1261000,0.0,0,,,
1999-05-11,2218.023752611737,2230.698174055233,2180.00048828125,2180.00048828125,1686000,0.0,0,,,
1999-05-12,2180.000418526786,2218.023681640625,2180.000418526786,2218.023681640625,2596000,0.0,0,2218.023779296875,,
1999-05-13,2192.6745219983554,2192.6745219983554,2148.314054790296,2167.32568359375,1433000,0.0,0,2193.94228515625,,
1999-05-14,2173.6640928370007,2173.6640928370007,2135.6408142451,2141.97802734375,2295000,0.0,0,2181.268017578125,,
1999-05-17,2110.29227131169,2116.6294853396535,2072.268987143912,2078.606201171875,2180000,0.0,0,2157.18681640625,,
1999-05-18,2091.279318480365,2160.9886290963773,2072.2676883123618,2148.314208984375,2736000,0.0,0,2150.849560546875,,
1999-05-19,2084.9428432992786,2097.6172678786056,1996.2218712439903,2059.593994140625,3936000,0.0,0,2119.163623046875,,
1999-05-20,2084.942710049181,2129.303193241717,2072.268286279885,2103.954345703125,1875000,0.0,0,2106.48935546875,,
1999-05-21,2122.9664185670044,2135.640844946509,2078.605926238739,2110.2919921875,2322000,0.0,0,2100.1521484375,,
1999-05-24,2110.2919921875,2110.2919921875,2040.5826471002251,2110.2919921875,1973000,0.0,0,2106.489306640625,,
1999-05-25,2078.6058963572486,2141.97802734375,2078.6058963572486,2141.97802734375,2750000,0.0,0,2105.2220703125,,
1999-05-26,2116.628769472421,2135.640405126365,2091.279921933829,2103.954345703125,1421000,0.0,0,2114.094140625,,
1999-05-27,2116.628769472421,2116.628769472421,2072.268286279885,2103.954345703125,1225000,0.0,0,2114.094140625,,
1999-05-28,2084.9423302852747,2091.279541015625,2053.2562766335227,2091.279541015625,1557000,0.0,0,2110.291650390625,,
1999-05-31,2097.616503074811,2116.628133012045,2046.9188232421875,2046.9188232421875,1907000,0.0,0,2097.6170166015627,,
1999-06-01,2065.9312078967064,2116.62890625,2053.256783308383,2116.62890625,2791000,0.0,0,2092.5471923828127,,
1999-06-02,2148.314434672511,2199.0121204464936,2141.9772239507633,2180.00048828125,3939000,0.0,0,2107.7564208984377,,
1999-06-03,2218.023752611737,2218.023752611737,2180.00048828125,2180.00048828125,2206000,0.0,0,2122.9656494140627,,
1999-06-04,2199.0119265898325,2199.0119265898325,2122.965404632835,2173.6630859375,1286000,0.0,0,2139.4423583984376,,
1999-06-07,2173.6632080078125,2230.6981026785716,2154.651576450893,2218.023681640625,2301000,0.0,0,2173.663330078125,,
1999-06-08,2237.035141246945,2268.72119140625,2224.3607211832227,2268.72119140625,2195000,0.0,0,2204.081787109375,,
1999-06-09,2249.709561310667,2294.070031533694,2243.372351278806,2268.72119140625,3324000,0.0,0,2221.825927734375,2156.1727783203123,
1999-06-10,2268.721417387655,2313.081892029313,2262.384206724561,2300.407470703125,2598000,0.0,0,2245.90732421875,2156.6797509765624,
1999-06-11,2319.4190846318784,2370.116769541865,2300.4074527906337,2332.093505859375,9117000,0.0,0,2277.593408203125,2161.7495166015624,
1999-06-14,2313.082465500128,2351.1057389056095,2306.7452532658813,2319.419677734375,1763000,0.0,0,2297.872607421875,2166.5658154296875,
1999-06-15,2332.0932473190346,2370.116506786193,2325.7560374078416,2363.779296875,2537000,0.0,0,2316.884228515625,2173.9169677734376,
1999-06-16,2376.454644024691,2395.4662811768885,2357.4430068724932,2370.117431640625,2617000,0.0,0,2337.1634765625,2180.0007177734374,
1999-06-17,2389.128683767011,2389.128683767011,2357.442626953125,2357.442626953125,1630000,0.0,0,2348.5705078125,2187.6053955078123,
1999-06-18,2351.105156007877,2357.4423666709713,2300.407470703125,2300.407470703125,2082000,0.0,0,2342.23330078125,2193.9425732421873,
1999-06-21,2325.756889968622,2332.0941022028687,2300.408041031634,2319.419677734375,1221000,0.0,0,2342.23330078125,2203.5751123046875,
1999-06-22,2344.7676671414206,2363.779296875,2325.7560374078416,2363.779296875,2406000,0.0,0,2342.23330078125,2212.1937158203127,
1999-06-23,2357.442049352134,2389.128098402566,2338.430419921875,2338.430419921875,2889000,0.0,0,2335.8958984375,2223.3471728515624,
1999-06-24,2351.1054466734545,2395.4659267993684,2344.7682352268953,2382.79150390625,2513000,0.0,0,2340.965673828125,2234.5006591796873,
1999-06-25,2382.790822916667,2395.4652421875,2370.1164036458335,2376.45361328125,2567000,0.0,0,2356.17490234375,2245.1471240234373,
1999-06-28,2382.7911551339284,2395.465576171875,2376.4539446149556,2395.465576171875,1223000,0.0,0,2371.38408203125,2256.5540673828127,
1999-06-29,2408.14013671875,2433.488980263158,2401.802925832648,2408.14013671875,4704000,0.0,0,2380.25625,2267.2005517578127,
1999-06-30,2433.488087467363,2471.5113388340405,2427.15087890625,2427.15087890625,6872000,0.0,0,2398.000341796875,2280.1284130859376,
1999-07-01,2458.8385938493957,2509.5362968153627,2458.8385938493957,2490.524658203125,6560000,0.0,0,2419.54697265625,2295.5912255859375,
1999-07-02,2515.87294040766,2541.22178615484,2490.524094660479,2528.54736328125,3941000,0.0,0,2449.96572265625,2313.0819384765623,
1999-07-05,2522.209538673868,2522.209538673868,2484.186279296875,2484.186279296875,1738000,0.0,0,2467.70986328125,2330.57263671875,
1999-07-06,2484.1873647836537,2490.524577448918,2458.8385141225963,2471.512939453125,1630000,0.0,0,2480.384423828125,2344.767998046875,
1999-07-07,2496.861871073871,2515.8735096861087,2477.8502324616334,2490.524658203125,2947000,0.0,0,2493.0591796875,2357.18896484375,
1999-07-08,2496.861871073871,2509.5362968153627,2477.8502324616334,2490.524658203125,2461000,0.0,0,2493.0591796875,2369.609931640625,
1999-07-09,2484.186506218514,2528.5469795438444,2471.5120852684195,2515.87255859375,3353000,0.0,0,2490.52421875,2383.298310546875,
1999-07-12,2522.210584716797,2553.8966473388673,2515.8733721923827,2534.885009765625,3522000,0.0,0,2500.66396484375,2395.972763671875,
1999-07-13,2560.2330319190805,2579.2446633442223,2515.87255859375,2515.87255859375,5618000,0.0,0,2509.535888671875,2405.858818359375,
1999-07-14,2528.5466690252792,2560.232717509305,2522.2094593284737,2553.8955078125,2666000,0.0,0,2522.21005859375,2417.265791015625,
1999-07-15,2553.8955078125,2553.8955078125,2522.2094593284737,2553.8955078125,2057000,0.0,0,2534.884228515625,2427.4053125,
1999-07-16,2560.232717509305,2572.9071369029157,2547.558298115695,2553.8955078125,2690000,0.0,0,2542.488818359375,2436.277392578125,
1999-07-19,2553.8959435189126,2566.570365074838,2534.8843111850247,2560.233154296875,2006000,0.0,0,2547.558447265625,2445.909931640625,
1999-07-20,2560.233154296875,2560.233154296875,2560.233154296875,2560.233154296875,0,0.0,0,2556.43056640625,2453.7680859375,
1999-07-21,2509.5357289708645,2534.884574718045,2496.8613060972743,2528.54736328125,2553000,0.0,0,2551.3609375,2460.105283203125,
1999-07-22,2503.198119487959,2509.535329917043,2458.837646484375,2458.837646484375,2718000,0.0,0,2532.349365234375,2464.161083984375,
1999-07-23,2427.151769377056,2452.500612921464,2395.465714946546,2408.14013671875,3119000,0.0,0,2503.198291015625,2468.470390625,
1999-07-26,2408.1399972098216,2433.488839285714,2395.465576171875,2395.465576171875,2018000,0.0,0,2470.244775390625,2471.5122265625,
1999-07-27,2446.16414283419,2496.8618452763494,2439.8269300289203,2465.17578125,5469000,0.0,0,2451.23330078125,2475.5680859375,
1999-07-28,2477.8490694007096,2503.1979089853717,2458.837439712213,2484.186279296875,3080000,0.0,0,2442.361083984375,2481.3983203125,
1999-07-29,2503.1981376436556,2547.558610968986,2503.1981376436556,2515.87255859375,3886000,0.0,0,2453.76806640625,2486.7215625,
1999-07-30,2509.535468073175,2560.233154296875,2503.198257295212,2560.233154296875,3627000,0.0,0,2484.186669921875,2494.072744140625,
1999-08-02,2534.883801424051,2541.2210109276107,2503.19775390625,2503.19775390625,2474000,0.0,0,2505.73310546875,2498.38203125,
1999-08-03,2503.198433307686,2509.53564453125,2471.5123771898675,2509.53564453125,1536000,0.0,0,2514.605078125,2502.4378515625,
1999-08-04,2484.186419336929,2522.209680857392,2477.8492090835184,2496.86083984375,1529000,0.0,0,2517.139990234375,2505.22625,
1999-08-05,2471.5129940552697,2477.85020686054,2433.48971722365,2465.17578125,2273000,0.0,0,2507.000634765625,2504.212294921875,
1999-08-06,2439.826631320743,2452.5010553795523,2395.4661471149116,2414.477783203125,2682000,0.0,0,2477.849560546875,2499.64951171875,
1999-08-09,2382.791207311008,2414.477260599718,2370.116785995524,2389.12841796875,2548000,0.0,0,2455.035693359375,2495.847197265625,
1999-08-10,2363.779838315902,2370.1170496786795,2338.430992864793,2357.442626953125,2422000,0.0,0,2424.61708984375,2491.284384765625,
1999-08-11,2357.4424883868246,2370.1169103673988,2338.430855415963,2344.76806640625,1857000,0.0,0,2394.19853515625,2485.45412109375,
1999-08-12,2376.454644024691,2395.4662811768885,2357.4430068724932,2370.117431640625,1751000,0.0,0,2375.186865234375,2480.63783203125,
1999-08-13,2351.1057944884274,2389.1290687928226,2344.7685821043615,2370.117431640625,2357000,0.0,0,2366.314794921875,2474.807626953125,
1999-08-16,2401.802978515625,2420.8146115909462,2382.7913454403033,2401.802978515625,2697000,0.0,0,2368.84970703125,2469.484345703125,
1999-08-17,2401.8027866908483,2414.477207728795,2382.7911551339284,2395.465576171875,2066000,0.0,0,2376.454296875,2464.66806640625,
1999-08-18,2408.1399972098216,2414.477207728795,2389.1283656529017,2395.465576171875,2141000,0.0,0,2386.593798828125,2458.330869140625,2343.9231461588543
1999-08-19,2389.1283656529017,2395.465576171875,2357.442313058036,2395.465576171875,2208000,0.0,0,2391.663427734375,2451.993671875,2345.359578450521
1999-08-20,2376.454458186764,2420.81494140625,2363.7800344097677,2420.81494140625,1872000,0.0,0,2401.8029296875,2446.67044921875,2348.2324527994792
1999-08-23,2427.151628766741,2465.1748918805806,2294.0702078683034,2306.74462890625,2860000,0.0,0,2382.791259765625,2436.530908203125,2349.668885091146
1999-08-24,2338.430875428082,2351.1052975171233,2313.08203125,2313.08203125,2640000,0.0,0,2366.31455078125,2426.64486328125,2351.4433056640623
1999-08-25,2313.082794189453,2313.082794189453,2256.0478759765624,2281.396728515625,2394000,0.0,0,2343.50078125,2416.758837890625,2352.2882796223957
1999-08-26,2281.3957505419075,2281.3957505419075,2192.6748046875,2192.6748046875,5027000,0.0,0,2302.942626953125,2406.11232421875,2352.626267903646
1999-08-27,2256.0470326885625,2319.4191403483533,2237.035400390625,2237.035400390625,4386000,0.0,0,2266.18671875,2399.268134765625,2353.893699544271
1999-08-30,2268.7208962613163,2281.3953146761837,2256.0464778464484,2275.05810546875,2612000,0.0,0,2259.8494140625,2394.4518359375,2356.513058268229
1999-08-31,2249.709542572683,2268.721172509917,2046.9188232421875,2046.9188232421875,5209000,0.0,0,2206.6167724609377,2377.7215576171875,2355.161119791667
1999-09-01,2186.337158203125,2199.011576511549,2154.651112432065,2186.337158203125,5010000,0.0,0,2187.6048583984375,2365.8075927734376,2356.851028645833
1999-09-02,2237.03547285888,2268.7215277152377,2199.01220703125,2199.01220703125,3190000,0.0,0,2188.8723388671874,2353.1331787109375,2358.118466796875
1999-09-03,2186.3375942693283,2211.686435942016,2160.98875259664,2192.6748046875,1678000,0.0,0,2180.0002197265626,2338.4308447265626,2359.216904296875
1999-09-06,2224.360392137984,2262.3836467044453,2224.360392137984,2249.709228515625,1624000,0.0,0,2174.9304443359374,2328.2913037109374,2361.07580078125
